Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,YSF Digital Enabled,DG-ID,County,Grid,Op Status,Coverage,Sponsor,Features,IRLP,Nets,Coordination,Last update
147,0.6,100,KC0KWD,Gilcrest,CO,OPEN,I,Y,119.99,NE,,08,157,40.26119995,-104.70600128,147,147.6,1,Open ↑ / Open ↓,Weld,DN70PG,On-Air,,Weld ARS,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",3839,Tuesday Night club net,CCARC,2019-05-06
