Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Links,IRLP,Coordination,Last update
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,,112.34,N,,08,19,40.07220078,-105.35399628,447.75,442.75,141.3,141.3,Boulder,On-Air,Rocky Mountain Ham Radio,,3450,CCARC,2018-04-24
