Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Talkgroup Network,Talkgroups,Southern Colorado,Central Regional,Northern Colorado Regional,County,Grid,Op Status,Sponsor,Affiliate,Web links,Coordination,Last update
445.05,-5,CC,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,D,183.34,E,,08,16783,39.26530075,-106.18199921,445.05,440.05,1,7,310852,RMHR c Record retrieved from radioid.net,,RMHAM,"Open Talkgroup View Assignment TS TG Access Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,2,2,Lake,DM69VG,On-Air,K2AD,Rocky Mountain Ham Radio,http://www.rmham.org/,CCARC,2019-11-27
