Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,County,Grid,Op Status,Sponsor,Affiliate,Web links,Coordination,Last update
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,DMR,181.82,E,,08,16781,39.63479996,-106.4469986,445.075,440.075,1,7,310851,RMHR c Record retrieved from radioid.net,,Eagle,DM69SP,On-Air,K2AD,Rocky Mountain Ham Radio,http://www.rmham.org/,CCARC,2019-11-27
