Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Sponsor,Features,Links,Commands,Nets,Coordination,Last update
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,,44.27,NNW,,08,169,39.04940033,-105.51300049,146.685,146.085,107.2,107.2,Park,DM79FB,On-Air,Mountain ARC (MARC),"Closed autopatch, e-power.","Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",Autopatch: 911,MARC/PCRC: Tue at 19:30.,CCARC,2016-11-17
