Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,EchoLink,IRLP,Coordination,Last update
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,,27.14,NNE,Node Offline,08,8739,40.02759933,-104.78900146,447.3,442.3,107.2,Weld,On-Air,405804,3887,CCARC,2013-01-07
