Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Op Status,Sponsor,Affiliate,Coordination,Last update
147.03,0.6,100,"Allenspark, AFPD Station #5",Boulder,KI0HG,OPEN,,08,15670,40.17269897,-105.46800232,147.03,147.63,100,On-Air,KI0HG,Boulder County Amateur Radio Emergency Service,CCARC,2017-01-20
