Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,County,On-air,Sponsor,Features,Coordination,Last update
146.955,-0.6,,N0JUN,Holyoke,CO,OPEN,,,0,N,,08,163,40.58440018,-102.30200195,146.955,146.355,Phillips,Unknown,PCARC,E-power.,CCARC,2012-11-10
