Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Sponsor,Affiliate,Notes,Web links,Coordination,Last update
146.85,-0.6,156.7,AD0TP,Colorado Springs,CO,OPEN,,,37.44,NE,,08,42,38.83969879,-104.7437973,146.85,146.25,156.7,103.5,El Paso,DM78PU,On-Air,Greater Colorado Springs Area,AD0TP,Village 7 Amateur Radio Club,Please email with comments/signal reports,http://www.v7arc.com/,CCARC,2020-02-10
