Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Web links,Coordination,Last update
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,,169.83,E,,08,75,39.73920059,-104.98400116,145.475,144.875,100,Jefferson,On-Air,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",Intermountain Repeater Group,E-power.,Intermountain Repeater Group,CCARC,2015-05-22
