Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Sponsor,Affiliate,Features,Links,EchoLink,IRLP,Nets,Web links,Coordination,Last update
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,,51.21,NNE,ON - IDLE,08,83,39.17549896,-105.03399658,147.225,147.825,107.2,107.2,Douglas,DM79LE,On-Air,Wide area,Colorado Repeater Association (CRA),CRA VHF Link System,Closed autopatch,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",347086,3990,"CRA Net, Sunday 9AM",Colorado Repeater Association,CCARC,2017-11-13
