Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,IPSC Network,Wide Network,County,Grid,Op Status,Coverage,Sponsor,Web links,Coordination,Last update
447.175,-5,CC0,W0PHC,"Pueblo, 12 Mile Hill",CO,OPEN,DMR,79.81,NNE,,08,197,38.20700073,-104.7070007,447.175,442.175,88.5,1,0,c Record retrieved from radioid.net,,Pueblo,DM78PE,On-Air,Wide area: Southeast Colorado.,Pueblo Amateur Radio Club,http://www.puebloradio.org/,CCARC,2020-07-19
