Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Coordination,Last update
927.95,-25,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,126.86,NNE,,08,3592,40.58530045,-105.08399963,927.95,902.95,100,100,Larimer,On-Air,Northern Front Range,CCARC,2019-09-01
