Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Links,AllStar,Nets,Web links,Coordination,Last update
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,,34.79,WSW,,08,7,39.4056015,-105.47299957,146.895,146.295,100,100,Park,On-Air,285,AB0RR,25,"Full-time internet linked to 448.57500 (WZ0N) at Hartsel, CO .",45835,Wed at 19:30.,Park County Radio Club (PCRC),CCARC,2017-07-05
