Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,County,Grid,Op Status,Coverage,Sponsor,Features,Links,EchoLink,Web links,Coordination,Last update
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,,166.84,NE,ON - IDLE,08,18,40.07220078,-105.35399628,224.02,222.42,Boulder,DN70HB,On-Air,Denver metro area.,Rocky Mtn VHF Soc,8,"Full-time to 449.55000 (W0IA) at Boulder, CO .",217336,RMVHS repeaters,CCARC,2017-03-11
