Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Features,IRLP,Web links,Coordination,Last update
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,,124.75,E,,08,170,39.0489006,-105.51200104,147.36,147.96,107.2,107.2,Park,DM79FB,On-Air,Wide area.,E-power.,3854,CMRG Repeaters,CCARC,2018-01-15
