Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Op Status,Coverage,Affiliate,Features,Nets,Last update
449.675,-5,88.5,Querida,Custer,K0CGQ,OPEN,,08,18872,38.123,-105.328,449.675,444.675,88.5,On-Air,Westcliffe Area,PARC,Linked to PARC 79 and CMRG,PHC Net Wednesday 1900 ARES Net Sunday 1930,2020-06-15
