Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,Nets,Web links,Coordination,Last update
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,,155.61,NE,,08,136,39.77719879,-105.32900238,448.85,443.85,88.5,88.5,Jefferson,DM79IS,On-Air,"Denver metro, central front range",Aurora Repeater Assoc,e-power.,ARA: Wed at 20:00.,ARA Repeaters,CCARC,2016-01-17
