Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,YSF Digital Enabled,DG-ID,WIRES-X,County,Op Status,Last update
448.825,-5,,WN7ANT,Aurora,CO,OPEN,Fusion WIRES-X,92.65,NE,,08,16032,39.72940063,-104.83200073,448.825,443.825,1,Open ↑ / Open ↓,30584,Arapahoe,On-Air,2020-09-09
