Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Coordination,Last update
446.8875,-5,,KE0VUW,"Colorado Springs, Sun Hills Subdivision",CO,OPEN,DSTAR,46.99,NNE,,08,18710,39.046,-104.8065,446.8875,441.8875,1,KE0VUW (B) Repeater,jfindu lookup / dstar-users lookup,El Paso,On-Air,Pikes Peak Regional OEM SCU,CCARC,2020-05-04
