Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,EchoLink,Web links,Coordination,Last update
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,,144.66,NE,Node Offline,08,98,39.6794014,-105.49199677,449.35,444.35,100,100,Clear Creek,On-Air,Wide area.,Denver Radio Club,11,4140,DRC Repeaters,CCARC,2020-05-17
