Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Sponsor,Affiliate,Features,AllStar,Notes,Nets,Web links,Coordination,Last update
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,,147.97,E,,08,9503,38.9878006,-105.04399872,449.325,444.325,103.5,103.5,Teller,DM78LX,On-Air,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Melbourne, Florida can be expected.",KA4EPS,Amateur Radio Motorcycle Club,E-power. Allstar Node 27976,27976,Node # 27976,Sunday 1900 MST Tuesday 1900 MST,http://www.ka4eps.com,CCARC,2019-04-01
