Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Links,Coordination,Last update
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,,56.12,S,,08,55,38.83390045,-104.82099915,448.6,443.6,114.8,El Paso,Unknown,W0MOG,"Full-time to 927.80000 (W0MOG) at Colorado Springs, CO .",CCARC,2012-11-10
