Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,County,Op Status,Sponsor,Affiliate,Commands,Web links,Coordination,Last update
446.7875,-5,CC,W0TX,"Denver, Centennial Cone",CO,OPEN,,D,153.54,NE,,08,7165,39.76570129,-105.36599731,446.7875,441.7875,1,1,310804,DMR-MARC c Record retrieved from radioid.net,,Jefferson,On-Air,Denver Radio Club,Brandmeister Network,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf. TG's are PTT enabled and will timeout after 15 minutes of inactivity. Time Slot 2 Talk Group 310805 is local repeater only.",http://www.w0tx.org/,CCARC,2019-11-27
