Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Op Status,Web links,Last update
447.275,-5,100,"Dolores, Summit Ridge",Montezuma,KB5ITS,OPEN,,08,16623,37.47389984,-108.50499725,447.275,442.275,100,On-Air,http://www.sjcham.com,2017-12-07
