Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,County,Grid,Op Status,Sponsor,Features,Notes,Web links,Coordination,Last update
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,DMR,88.54,N,,08,10939,39.73070145,-105.23300171,145.37,144.77,1,7,310808,RMHR c Record retrieved from radioid.net,,Jefferson,DM79JR,On-Air,Rocky Mountain Ham Radio,700,See the website for programming information. Voice ID is required for data/GPS/text on TG 705,Rocky Mountain Ham Radio,CCARC,2019-11-27
