Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Features,Coordination,Last update
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,,169.83,E,,08,79,39.73920059,-104.98400116,146.715,146.115,123,123,Denver,On-Air,EARS,E-power.,CCARC,2017-04-09
