Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Local Network,Wide Network,County,Op Status,Sponsor,Features,Web links,Coordination,Last update
449.75,-5,CC1,KI0GO,"Golden, Guy Hill",CO,OPEN,DMR,165.81,W,,08,265,39.77719879,-105.32800293,449.75,444.75,1,1,310847,c Record retrieved from radioid.net,BrandMeister US,BrandMeister,Jefferson,On-Air,Rocky Mtn Radio League,8,Repeater,CCARC,2020-12-29
