Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Coverage,Sponsor,Notes,Web links,Coordination,Last update
145.385,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,DSTAR,168.25,WSW,,08,8088,38.74449921,-104.86199951,145.385,144.785,1,KC0CVU (C) Repeater,jfindu lookup / dstar-users lookup,El Paso,DM78NR,Testing,Wide area,Cheyenne Mountain Repeater Group (CMRG),"This repeater is operational and linked to XRF720. Currently, INBOUND traffic is making it in but OUTBOUND traffic is not getting to the gateway or reflector. We hope to have this resolved soon.",http://www.cmrg.org,CCARC,2020-03-26
