Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,YSF Digital Enabled,DG-ID,County,Grid,Op Status,Coverage,Sponsor,Features,Notes,Web links,Coordination,Last update
449.775,-5,CSQ,W0TX,"Lakewood, Green Mtn",CO,OPEN,,Y,85.3,N,,08,8215,39.68220139,-105.14299774,449.775,444.775,1,Open ↑ / Open ↓,Jefferson,DM79KQ,On-Air,Metro Denver,Denver Radio Club,Yaesu Digital Only,"YSF digital only, no analog FM",Denver Radio Club,CCARC,2019-09-06
