Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Local Network,Wide Network,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update
445.05,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,38.22,NW,,08,8992,40.07220078,-105.35399628,445.05,440.05,1,1,310852,RMHR c Record retrieved from radioid.net,BrandMeister US,BrandMeister,Boulder,On-Air,Wide area,Rocky Mountain Ham Radio,BrandMeister Network,CCARC,2019-11-27
