Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Local Network,Wide Network,County,Op Status,Coverage,Sponsor,Affiliate,Notes,Web links,Coordination,Last update
446.8,-5,CC7,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,DMR,161.28,W,,08,8185,40.01499939,-105.27100372,446.8,441.8,1,7,310800,RMHR c Record retrieved from radioid.net,RMHAM,,Boulder,On-Air,Wide area.,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio,See website for complete information regarding timeslot/colorcode/talkgroup programming.,Rocky Mountain Ham Radio,CCARC,2019-11-27
