Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,County,Op Status,Affiliate,Web links,Last update
446.875,-5,CC7,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,DMR,119.37,NNW,,08,15899,40.08610153,-105.93900299,446.875,441.875,1,7,310838,RMHAM c Record retrieved from radioid.net,,Clear Creek,On-Air,RMHAM,http://www.rmham.org,2019-11-27
