Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,IRLP,Coordination,Last update
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,DSTAR IRLP,176.89,N,,08,8213,39.73759842,-104.98500061,449.675,444.675,1,WR0AEN (B),jfindu lookup / dstar-users lookup,Denver,On-Air,Colorado Amateur Repeater Network (CARN),7708,CCARC,2012-11-16
