Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,Web links,Coordination,Last update
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,,73.94,N,,08,59,39.51480103,-105.35299683,147.12,147.72,88.5,88.5,Jefferson,DM79HM,On-Air,Denver metro and east.,Aurora Repeater Association,E-power.,http://www.n0ara.org,CCARC,2016-01-17
