Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,Coordination,Last update
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,,112.34,N,,08,20,40.07220078,-105.35399628,447.975,442.975,107.2,107.2,Boulder,DN70HB,On-Air,Wide area: Boulder/Longmont area.,Colorado Repeater Association (CRA),Closed autopatch.,CCARC,2016-09-08
