Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Local Network,Wide Network,County,Grid,Op Status,Sponsor,Affiliate,Notes,Web links,Coordination,Last update
445.1375,-5,CC7,N0SZ,"Durango, Missionary Ridge",CO,OPEN,DMR,137.35,WSW,,08,16782,37.3669014,-107.78500366,445.1375,440.1375,1,7,310854,RMHR c Record retrieved from radioid.net,RMHAM,,La Plata,DM67CI,On-Air,K2AD,Rocky Mountain Ham Radio,Talkgroup 700 TS 1 Talkgroup 719 TS 2,http://www.rmham.org/,CCARC,2019-11-27
