Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Links,Coordination,Last update
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,134.05,WNW,,08,130,39.42639923,-107.37999725,146.88,146.28,107.2,Garfield,On-Air,Ski Country ARC,"Full-time to 447.60000 (KI0G) at Glenwood Springs, CO .",CCARC,2012-11-10
