Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,County,Op Status,Sponsor,Features,Last update
147.27,0.6,,,Colorado Springs,CO,OPEN,,,55.83,S,,08,46,38.83810043,-104.82099915,147.27,147.87,El Paso,On-Air,TRA,E-power.,2016-08-10
