Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Coverage,Sponsor,Features,Web links,Coordination,Last update
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,DSTAR,109.71,N,,08,8171,40.03720093,-105.23000336,145.3875,144.7875,1,KC0DS (C),jfindu lookup / dstar-users lookup,Boulder,On-Air,20,Boulder County ARES,E-power.,http://bouldercountyares.org/technical/d-star,CCARC,2012-11-12
