Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,County,Op Status,Sponsor,Features,Coordination,Last update
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,,132.56,SW,,08,160,38.54579926,-106.92500305,147.12,147.72,Gunnison,On-Air,W0VTL,E-power.,CCARC,2014-09-01
