Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Affiliate,Features,Coordination,Last update
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,,86.9,N,,08,8204,39.70460129,-105.1230011,448.75,443.75,100,100,Jefferson,DM79KQ,On-Air,Local.,N0ELY,E-power.,CCARC,2019-08-23
