Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,EchoLink,Coordination,Last update
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,,152.78,E,Node Offline,08,122,39.30329895,-102.60500336,146.895,146.295,103.5,Kit Carson,DM89QH,On-Air,,Big Sandy ARC,830619,CCARC,2018-04-01
