Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,County,Op Status,Sponsor,Features,Links,Last update
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,DMR,94.56,NNE,,08,5219,40.07220078,-105.35399628,446.9875,441.9875,1,7,310813,RMHR c Record retrieved from radioid.net,,Boulder,On-Air,Rocky Mountain Ham Radio,Linked on Time Slot 2 to Almagre Mtn (446.950).,"Full-time to 446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO . Full-time to the Colorado TRBO System .",2019-11-27
