Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Downlink Tone,County,Op Status,Sponsor,Affiliate,Coordination,Last update
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,,199.23,W,,08,8206,39.06389999,-108.5510025,449,444,107.2,Mesa,On-Air,KB0SW,Grand Mesa Repeater Assoc,CCARC,2015-08-03
