Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,Grid,Op Status,Sponsor,Nets,Web links,Last update
447.45,-5,123,"Pueblo West, Liberty Point",Pueblo,NA0PW,OPEN,,08,18346,38.31610107,-104.7419967,447.45,442.45,123,123,DM78PH,On-Air,PWARC,Tuesday 7: pm,http://www.pwarc.com/,2020-06-06
