Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,EchoLink,Coordination,Last update
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,,181.33,NE,ON - IDLE,08,176,40.16719818,-105.10099792,448.525,443.525,151.4,Boulder,On-Air,N0EPA,223853,CCARC,2019-06-19
