Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Sponsor,EchoLink,Nets,Last update
147.075,0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,,35.13,S,ON - IDLE,08,8740,39.13600159,-104.92700195,147.075,147.675,131.8,131.8,Douglas,DM79MD,On-Air,Wide area coverage at 8300 70 mi radius.,N0OBA Owner,10079,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,2020-04-26
