Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,Grid,Op Status,Coverage,Sponsor,Features,Last update
145.19,-0.6,131.8,Aurora,Arapahoe,N0OBA,OPEN,,08,8741,39.62799835,-104.75800323,145.19,144.59,131.8,131.8,DM79OP,On-Air,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins. 65 mi radius.",N0OBA,Autopatch (please contact trustee).,2020-05-11
