Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,YSF Digital Enabled,DG-ID,County,Op Status,Sponsor,Web links,Last update
146.94,-0.6,,K0SLV,Monte Vista,CO,OPEN,Fusion,78.36,SW,,08,18932,37.5791696,-106.1480842,146.94,146.34,1,Open ↑ / Open ↓,Rio Grande,On-Air,S.A.R.A.,http://K0SLV.COM,2020-06-29
