Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,County,Op Status,Coverage,Sponsor,Affiliate,Features,Web links,Last update
447.6,-5,CC2,W1VAN,"Red Feather Lakes, Red Feather Lakes",CO,OPEN,DMR,158.36,N,,08,17821,40.80759811,-105.61699677,447.6,442.6,1,2,310869,brandmeister c Record retrieved from radioid.net,,Larimer,On-Air,Covers Red Feather Lakes Area,W1VAN,W0DMR,Brandmeister Network,http://www.w0dmr.org,2019-11-27
