Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Features,Links,EchoLink,Nets,Coordination,Last update
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,E,,118.88,N,ON - IDLE,08,177,40.16719818,-105.10099792,448.8,443.8,88.5,88.5,Boulder,On-Air,Longmont ARC,30,"Linkable to 147.27000 (W0ENO) at Longmont, CO .",8305,Hamlet: Tue at 1900. LARC: Thur at 20:00.,CCARC,2020-05-17
