Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Links,EchoLink,IRLP,AllStar,Notes,Web links,Feed,Coordination,Last update
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,,93.07,S,ON - IDLE,08,7994,38.3030014,-104.73400116,448.975,443.975,100,100,Pueblo,On-Air,Full-time to the The Fun Machine System .,363976,7301,28368,Off air. Will return to service,http://www.k0jsc.com,Listen Live,CCARC,2017-03-11
