Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,Web links,Coordination,Last update
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,,32.36,NW,,08,21,40.01499939,-105.26999664,449.4,444.4,91.5,Boulder,On-Air,BARC,2,http://www.ked-wireless.com/products1.htm,CCARC,2013-01-08
