Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Op Status,Coverage,Sponsor,Web links,Last update
448.825,-5,100,"Montrose, Raspberry",Montrose,KB5ITS,OPEN,,08,18465,38.41740036,-107.84600067,448.825,443.825,100,On-Air,"Nucla, Uncompahgre Plateau, coverage into Montrose and ?West End?",San Juan Connection,http://www.sjcham.com,2020-01-17
