Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,YSF Digital Enabled,DG-ID,County,Grid,Op Status,Coverage,Sponsor,Web links,Coordination,Last update
145.265,-0.6,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,Fusion,171.67,WSW,,08,39,38.70000076,-104.90000153,145.265,144.665,1,Open ↑ / Open ↓,El Paso,DM78NQ,On-Air,Local. Good coverage of I25 corridor from Baptist Rd south to Fort Carson.,Pikes Peak FM Association (http://PPFMA.ORG),PPFMA Repeaters,CCARC,2019-03-07
