Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Affiliate,Links,Notes,Nets,Web links,Feed,Coordination,Last update
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,,169.21,ESE,,08,9527,38.23049927,-104.61100006,447.275,442.275,100,100,Pueblo,DM78QF,On-Air,The Fun Machine,Full-time to the The Fun Machine System .,"Moved to Pueblo. Now called ""Pueblo Metro""",APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00.,The Fun Machine,Listen Live,CCARC,2017-01-06
