Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,P-25 Digital Enabled,NAC,Default Reflector,County,Op Status,Coverage,Sponsor,Links,Coordination,Last update
927.8625,-25.8,NAC,WA6IFI,"Salida, Methodist Mountain",CO,OPEN,P-25,42.48,W,,08,18425,38.44670105,-106.01000214,927.8625,902.025,1,,1,Chaffee,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",CMRG,Full-time to the The 900 P25 Network System .,CCARC,2020-01-01
