Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,P-25 Digital Enabled,NAC,Default Reflector,County,On-air,Last update
927.875,-25.9,NAC,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,P-25,96.96,SSE,,08,19562,37.1651118,-104.5091889,927.875,902.025,1,,1,Las Animas,Unknown,2020-12-26
