Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,County,On-air,Sponsor,Coordination,Last update
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,,133.66,E,,08,8181,39.55049896,-107.32499695,224.02,222.42,Garfield,Unknown,SCARC,CCARC,2012-11-12
