Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Links,Web links,Coordination,Last update
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,,37.73,NNW,,08,175,40.16719818,-105.10099792,147.27,147.87,100,100,Boulder,On-Air,Wide area: Northern Colorado.,Longmont ARC (LARC),"Closed autopatch, e-power, EchoLink.","Linkable to 448.80000 (W0ENO) at Longmont, CO .",http://w0eno.org/?q=node/11,CCARC,2017-03-11
