Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Coordination,Last update
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,,108.66,SSW,,08,8218,38.13470078,-105.46600342,919.1,894.1,88.5,Pueblo,On-Air,Wide area.,Pueblo HC,CCARC,2016-07-14
