Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,EchoLink,IRLP,Commands,Web links,Coordination,Last update
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,,31.69,W,Node Offline,08,264,39.6794014,-105.49199677,447.575,442.575,107.2,107.2,Clear Creek,On-Air,Wide area: Denver metro.,Colorado Repeater Association (CRA),347088,3291,Member-only IRLP and Echolink node,http://www.w0cra.org,CCARC,2017-11-13
