Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,County,Grid,Op Status,Coverage,Sponsor,Last update
447.8,-5,CC,AD0RM,"Ridgway, On top of Log Hill",CO,OPEN,,D,140.3,W,Static Talkgroups: 93 - North America - Slot 1,08,17998,38.18000031,-107.79000092,447.8,442.8,1,1,311075,BrandMeister c Record retrieved from radioid.net,,Ouray,DM68CE,On-Air,Montrose to Ouray,AD0RM,2019-11-27
